Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_bp	GO_MUSCLE_ADAPTATION	108	5	2.4438479415574177e-07	3.044454639058817e-05	CAMK2G:PRKCA:ROCK1:ROCK2:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_MUSCLE_ADAPTATION
GO_bp	GO_CIRCULATORY_SYSTEM_DEVELOPMENT	1027	10	2.769266456068246e-07	3.392351408683601e-05	NPR1:PTGS2:RYR2:CACNA1C:MAP2K1:MAP2K5:PRKCB:PRKCA:ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CIRCULATORY_SYSTEM_DEVELOPMENT
GO_bp	GO_CELLULAR_RESPONSE_TO_PEPTIDE	365	7	2.9529564838547675e-07	3.5580705174315643e-05	PRKCB:CACNB1:ROCK1:ROCK2:SRC:ADCY5:CAMK2A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_PEPTIDE
GO_bp	GO_ACTIN_MEDIATED_CELL_CONTRACTION	113	5	3.0640377500664045e-07	3.632367332740012e-05	RYR2:CACNA1C:ROCK1:CACNA1D:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ACTIN_MEDIATED_CELL_CONTRACTION
GO_bp	GO_TUBE_MORPHOGENESIS	805	9	4.130559858769252e-07	4.7436898378053126e-05	NPR1:PTGS2:RYR2:MAP2K5:PRKCB:PRKCA:ROCK1:ROCK2:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TUBE_MORPHOGENESIS
GO_bp	GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	805	9	4.130559858769252e-07	4.7436898378053126e-05	RYR2:CACNA1C:ITPR2:CACNB1:CACNB4:KCNJ6:ITPR1:CACNA1D:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT
GO_bp	GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	1380	11	4.247834439847683e-07	4.80332048198161e-05	RYR2:CCND1:CACNA1C:MAP2K1:MAP2K5:MAP2K2:ROCK2:SRC:CACNA1D:ADCY5:PRKAG2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY
GO_bp	GO_PEPTIDE_SECRETION	584	8	4.640788833766017e-07	5.132418097424899e-05	CAMK2G:CACNA1C:ITPR2:PRKCA:SRC:ITPR1:CACNA1D:ADCY5	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PEPTIDE_SECRETION
GO_bp	GO_CATION_TRANSMEMBRANE_TRANSPORT	817	9	4.678530782686643e-07	5.132418097424899e-05	RYR2:CACNA1C:ITPR2:CACNB1:CACNB4:KCNJ6:ITPR1:CACNA1D:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CATION_TRANSMEMBRANE_TRANSPORT
GO_bp	GO_SEQUESTERING_OF_CALCIUM_ION	126	5	5.271411444799231e-07	5.697775605775639e-05	RYR2:CACNA1C:ITPR2:ITPR1:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_SEQUESTERING_OF_CALCIUM_ION
GO_bp	GO_ION_TRANSMEMBRANE_TRANSPORT	1104	10	5.406747256725464e-07	5.737620873805468e-05	RYR2:CACNA1C:ITPR2:CACNB1:CACNB4:KCNJ6:ITPR1:CACNA1D:CAMK2D:PRKAG2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ION_TRANSMEMBRANE_TRANSPORT
GO_bp	GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT_VIA_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL	13	3	5.464400832195684e-07	5.737620873805468e-05	CACNA1C:CACNB1:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT_VIA_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL
GO_bp	GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	1768	12	5.704805155380031e-07	5.905678576344116e-05	PTGS2:CCND1:MAP2K1:MAP2K5:PRKCA:ROCK1:MAP2K2:ROCK2:SRC:ADCY5:CAMK2D:PRKAG2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS
GO_bp	GO_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION	54	4	6.659788382398124e-07	6.798533973698085e-05	RYR2:CACNA1C:CACNA1D:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION
GO_bp	GO_RESPONSE_TO_PEPTIDE_HORMONE	417	7	7.237860678719207e-07	7.287435066929613e-05	PTGS2:PRKCB:ROCK1:ROCK2:SRC:ADCY5:CAMK2A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_PEPTIDE_HORMONE
GO_bp	GO_ACTIN_FILAMENT_BASED_MOVEMENT	135	5	7.42514756461704e-07	7.294148609004948e-05	RYR2:CACNA1C:ROCK1:CACNA1D:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ACTIN_FILAMENT_BASED_MOVEMENT
GO_bp	GO_CHEMICAL_HOMEOSTASIS	1143	10	7.443008784698926e-07	7.294148609004948e-05	NPR1:RYR2:CACNA1C:ITPR2:PRKCB:SRC:ITPR1:CACNA1D:ADCY5:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CHEMICAL_HOMEOSTASIS
GO_bp	GO_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL	136	5	7.701866581543528e-07	7.448515707150649e-05	RYR2:CACNA1C:ITPR2:ITPR1:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL
GO_bp	GO_REGULATION_OF_INTRACELLULAR_TRANSPORT	423	7	7.965153271695972e-07	7.603100850255247e-05	PTGS2:MAP2K1:PRKCB:MAP2K2:SRC:CACNA1D:CAMK2A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_INTRACELLULAR_TRANSPORT
GO_bp	GO_REGULATION_OF_HORMONE_SECRETION	263	6	8.680494154760966e-07	8.179696415063218e-05	CACNA1C:ITPR2:PRKCA:ITPR1:CACNA1D:ADCY5	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_HORMONE_SECRETION
GO_bp	GO_REGULATION_OF_MUSCLE_HYPERTROPHY	58	4	8.903388385726127e-07	8.283532232289498e-05	PRKCA:ROCK1:ROCK2:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_MUSCLE_HYPERTROPHY
GO_bp	GO_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	142	5	9.538100842034537e-07	8.763130148619232e-05	RYR2:CACNA1C:CACNB1:CACNB4:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT
GO_bp	GO_HOMEOSTATIC_PROCESS	1863	12	1.0044298445943729e-06	9.11427081206005e-05	NPR1:PTGS2:RYR2:CACNA1C:ITPR2:PRKCB:PRKCA:SRC:ITPR1:CACNA1D:ADCY5:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_HOMEOSTATIC_PROCESS
GO_bp	GO_CELLULAR_ION_HOMEOSTASIS	651	8	1.0537874765796681e-06	9.445534088854343e-05	RYR2:CACNA1C:ITPR2:PRKCB:ITPR1:CACNA1D:ADCY5:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_ION_HOMEOSTASIS
