Category	GeneSet	N_genes	N_overlap	p	adjP	genes
DEG.down	Brain_Cortex	4957	6	0.824528461157481	1	ENSG00000129007:ENSG00000101335:ENSG00000186298:ENSG00000213281:ENSG00000120910:ENSG00000132356
DEG.down	Brain_Frontal_Cortex_BA9	4429	4	0.939793203069577	1	ENSG00000129007:ENSG00000101335:ENSG00000120910:ENSG00000132356
DEG.down	Brain_Hippocampus	6806	9	0.790538711698036	1	ENSG00000129007:ENSG00000101335:ENSG00000186298:ENSG00000133703:ENSG00000213281:ENSG00000120910:ENSG00000132356:ENSG00000162409:ENSG00000181929
DEG.down	Brain_Hypothalamus	5303	5	0.946577531963221	1	ENSG00000129007:ENSG00000101335:ENSG00000120910:ENSG00000132356:ENSG00000162409
DEG.down	Brain_Nucleus_accumbens_basal_ganglia	5801	9	0.574775226912469	1	ENSG00000129007:ENSG00000101335:ENSG00000186298:ENSG00000133703:ENSG00000213281:ENSG00000120910:ENSG00000132356:ENSG00000162409:ENSG00000181929
DEG.down	Brain_Putamen_basal_ganglia	7081	10	0.717929874082615	1	ENSG00000129007:ENSG00000101335:ENSG00000186298:ENSG00000133703:ENSG00000213281:ENSG00000120910:ENSG00000132356:ENSG00000162409:ENSG00000072062:ENSG00000181929
DEG.down	Brain_Spinal_cord_cervical_c-1	4547	8	0.413022488870492	1	ENSG00000129007:ENSG00000101335:ENSG00000133703:ENSG00000120910:ENSG00000132356:ENSG00000162409:ENSG00000183049:ENSG00000134072
DEG.down	Brain_Substantia_nigra	6489	9	0.731008740952573	1	ENSG00000129007:ENSG00000138814:ENSG00000101335:ENSG00000133703:ENSG00000120910:ENSG00000132356:ENSG00000162409:ENSG00000183049:ENSG00000181929
DEG.down	Breast_Mammary_Tissue	912	3	0.167166225946807	1	ENSG00000162409:ENSG00000183049:ENSG00000142875
DEG.down	Cells_Cultured_fibroblasts	1713	1	0.939361734953274	1	ENSG00000162409
DEG.down	Cells_EBV-transformed_lymphocytes	2063	5	0.211876887768785	1	ENSG00000138814:ENSG00000101335:ENSG00000174775:ENSG00000134072:ENSG00000142875
DEG.down	Cervix_Ectocervix	2	0	1	1	
DEG.down	Cervix_Endocervix	5	0	1	1	
DEG.down	Colon_Sigmoid	1530	1	0.917061935289177	1	ENSG00000008118
DEG.down	Colon_Transverse	1404	1	0.897311535818695	1	ENSG00000138814
DEG.down	Esophagus_Gastroesophageal_Junction	1406	0	1	1	
DEG.down	Esophagus_Mucosa	3122	6	0.355916049543662	1	ENSG00000138814:ENSG00000107758:ENSG00000120910:ENSG00000162409:ENSG00000134072:ENSG00000142875
DEG.down	Esophagus_Muscularis	1582	0	1	1	
DEG.down	Fallopian_Tube	1	0	1	1	
DEG.down	Heart_Atrial_Appendage	7365	13	0.341113124372402	1	ENSG00000129007:ENSG00000138814:ENSG00000107758:ENSG00000221823:ENSG00000156052:ENSG00000174775:ENSG00000133703:ENSG00000213281:ENSG00000132356:ENSG00000134072:ENSG00000142875:ENSG00000127955:ENSG00000100030
DEG.down	Heart_Left_Ventricle	8514	14	0.460469252908762	1	ENSG00000129007:ENSG00000138814:ENSG00000107758:ENSG00000221823:ENSG00000156052:ENSG00000174775:ENSG00000133703:ENSG00000213281:ENSG00000132356:ENSG00000183049:ENSG00000134072:ENSG00000142875:ENSG00000127955:ENSG00000100030
DEG.down	Kidney_Cortex	5049	12	0.0663568848981755	1	ENSG00000138814:ENSG00000107758:ENSG00000221823:ENSG00000186298:ENSG00000156052:ENSG00000133703:ENSG00000120910:ENSG00000132356:ENSG00000183049:ENSG00000072062:ENSG00000142875:ENSG00000100030
DEG.down	Kidney_Medulla	0	0	1	1	
DEG.down	Liver	7196	15	0.101976629042388	1	ENSG00000138814:ENSG00000107758:ENSG00000221823:ENSG00000213639:ENSG00000186298:ENSG00000156052:ENSG00000174775:ENSG00000133703:ENSG00000213281:ENSG00000120910:ENSG00000183049:ENSG00000142875:ENSG00000127955:ENSG00000181929:ENSG00000100030
DEG.down	Lung	820	3	0.133270995143966	1	ENSG00000162409:ENSG00000152495:ENSG00000142875
DEG.down	Minor_Salivary_Gland	1666	3	0.486880715461538	1	ENSG00000183049:ENSG00000134072:ENSG00000127955
DEG.down	Muscle_Skeletal	6093	9	0.644961726909262	1	ENSG00000129007:ENSG00000156052:ENSG00000133703:ENSG00000213281:ENSG00000132356:ENSG00000134072:ENSG00000142875:ENSG00000127955:ENSG00000100030
DEG.down	Nerve_Tibial	784	2	0.346284803639515	1	ENSG00000008118:ENSG00000142875
DEG.down	Ovary	1429	2	0.663437724442966	1	ENSG00000162409:ENSG00000183049
DEG.down	Pancreas	8671	20	0.0108905100074433	0.588087540401941	ENSG00000129007:ENSG00000138814:ENSG00000107758:ENSG00000221823:ENSG00000101335:ENSG00000213639:ENSG00000186298:ENSG00000156052:ENSG00000174775:ENSG00000133703:ENSG00000213281:ENSG00000120910:ENSG00000132356:ENSG00000162409:ENSG00000134072:ENSG00000072062:ENSG00000142875:ENSG00000127955:ENSG00000181929:ENSG00000100030
DEG.down	Pituitary	1752	6	0.049169028255209	1	ENSG00000138814:ENSG00000213281:ENSG00000132356:ENSG00000162409:ENSG00000183049:ENSG00000127955
DEG.down	Prostate	698	1	0.669922242172829	1	ENSG00000127955
DEG.down	Skin_Not_Sun_Exposed_Suprapubic	2330	3	0.721520522541531	1	ENSG00000156052:ENSG00000134072:ENSG00000142875
DEG.down	Skin_Sun_Exposed_Lower_leg	2123	4	0.424421818555783	1	ENSG00000156052:ENSG00000162409:ENSG00000134072:ENSG00000142875
DEG.down	Small_Intestine_Terminal_Ileum	1257	2	0.591631706434962	1	ENSG00000162409:ENSG00000127955
DEG.down	Spleen	1930	4	0.353154312745831	1	ENSG00000138814:ENSG00000156052:ENSG00000162409:ENSG00000127955
DEG.down	Stomach	2290	4	0.485092402467075	1	ENSG00000138814:ENSG00000221823:ENSG00000120910:ENSG00000183049
DEG.down	Testis	2599	7	0.0984395260884321	1	ENSG00000138814:ENSG00000221823:ENSG00000156052:ENSG00000162409:ENSG00000183049:ENSG00000008118:ENSG00000142875
DEG.down	Thyroid	976	0	1	1	
DEG.down	Uterus	788	1	0.714808627346932	1	ENSG00000183049
DEG.down	Vagina	598	0	1	1	
DEG.down	Whole_Blood	6321	11	0.389178947307081	1	ENSG00000138814:ENSG00000107758:ENSG00000101335:ENSG00000186298:ENSG00000174775:ENSG00000213281:ENSG00000120910:ENSG00000132356:ENSG00000152495:ENSG00000142875:ENSG00000181929
DEG.twoside	Adipose_Subcutaneous	2996	5	0.509486316671608	1	ENSG00000120910:ENSG00000132356:ENSG00000162409:ENSG00000142875:ENSG00000127955
DEG.twoside	Adipose_Visceral_Omentum	2828	4	0.661670724086555	1	ENSG00000162409:ENSG00000183049:ENSG00000142875:ENSG00000127955
DEG.twoside	Adrenal_Gland	4198	7	0.489399819611	1	ENSG00000174775:ENSG00000133703:ENSG00000120910:ENSG00000162409:ENSG00000183049:ENSG00000008118:ENSG00000142875
DEG.twoside	Artery_Aorta	3426	5	0.638717124149132	1	ENSG00000129007:ENSG00000156052:ENSG00000132356:ENSG00000183049:ENSG00000127955
DEG.twoside	Artery_Coronary	2456	2	0.911002962641509	1	ENSG00000120910:ENSG00000132356
DEG.twoside	Artery_Tibial	3921	7	0.411105744624453	1	ENSG00000129007:ENSG00000107758:ENSG00000156052:ENSG00000120910:ENSG00000132356:ENSG00000142875:ENSG00000127955
DEG.twoside	Bladder	831	0	1	1	
DEG.twoside	Brain_Amygdala	8433	13	0.59116950341955	1	ENSG00000129007:ENSG00000101335:ENSG00000186298:ENSG00000133703:ENSG00000213281:ENSG00000120910:ENSG00000132356:ENSG00000162409:ENSG00000183049:ENSG00000008118:ENSG00000152495:ENSG00000142875:ENSG00000181929
DEG.twoside	Brain_Anterior_cingulate_cortex_BA24	7869	11	0.744944047201974	1	ENSG00000129007:ENSG00000138814:ENSG00000101335:ENSG00000186298:ENSG00000120910:ENSG00000132356:ENSG00000183049:ENSG00000008118:ENSG00000152495:ENSG00000142875:ENSG00000181929
DEG.twoside	Brain_Caudate_basal_ganglia	7877	15	0.195651036360051	1	ENSG00000129007:ENSG00000138814:ENSG00000101335:ENSG00000186298:ENSG00000133703:ENSG00000213281:ENSG00000120910:ENSG00000132356:ENSG00000162409:ENSG00000183049:ENSG00000008118:ENSG00000152495:ENSG00000142875:ENSG00000127955:ENSG00000181929
DEG.twoside	Brain_Cerebellar_Hemisphere	6629	9	0.758393208546563	1	ENSG00000138814:ENSG00000107758:ENSG00000101335:ENSG00000133703:ENSG00000183049:ENSG00000152495:ENSG00000142875:ENSG00000127955:ENSG00000100030
DEG.twoside	Brain_Cerebellum	6538	7	0.9293430719788	1	ENSG00000169885:ENSG00000138814:ENSG00000107758:ENSG00000101335:ENSG00000183049:ENSG00000152495:ENSG00000142875
DEG.twoside	Brain_Cortex	7116	11	0.582083465155392	1	ENSG00000129007:ENSG00000138814:ENSG00000101335:ENSG00000186298:ENSG00000213281:ENSG00000120910:ENSG00000132356:ENSG00000183049:ENSG00000008118:ENSG00000152495:ENSG00000142875
DEG.twoside	Brain_Frontal_Cortex_BA9	6851	10	0.669166860176209	1	ENSG00000129007:ENSG00000138814:ENSG00000101335:ENSG00000156052:ENSG00000120910:ENSG00000132356:ENSG00000183049:ENSG00000008118:ENSG00000152495:ENSG00000142875
DEG.twoside	Brain_Hippocampus	8348	13	0.571430749725435	1	ENSG00000129007:ENSG00000138814:ENSG00000101335:ENSG00000186298:ENSG00000133703:ENSG00000213281:ENSG00000120910:ENSG00000132356:ENSG00000162409:ENSG00000183049:ENSG00000008118:ENSG00000142875:ENSG00000181929
DEG.twoside	Brain_Hypothalamus	7282	7	0.971926565121146	1	ENSG00000129007:ENSG00000101335:ENSG00000120910:ENSG00000132356:ENSG00000162409:ENSG00000008118:ENSG00000142875
DEG.twoside	Brain_Nucleus_accumbens_basal_ganglia	7635	14	0.265883341671262	1	ENSG00000129007:ENSG00000138814:ENSG00000101335:ENSG00000186298:ENSG00000133703:ENSG00000213281:ENSG00000120910:ENSG00000132356:ENSG00000162409:ENSG00000183049:ENSG00000008118:ENSG00000152495:ENSG00000142875:ENSG00000181929
DEG.twoside	Brain_Putamen_basal_ganglia	8427	15	0.298657002479259	1	ENSG00000129007:ENSG00000138814:ENSG00000101335:ENSG00000186298:ENSG00000133703:ENSG00000213281:ENSG00000120910:ENSG00000132356:ENSG00000162409:ENSG00000183049:ENSG00000008118:ENSG00000152495:ENSG00000072062:ENSG00000142875:ENSG00000181929
DEG.twoside	Brain_Spinal_cord_cervical_c-1	6158	10	0.504310527867381	1	ENSG00000129007:ENSG00000101335:ENSG00000133703:ENSG00000120910:ENSG00000132356:ENSG00000162409:ENSG00000183049:ENSG00000134072:ENSG00000142875:ENSG00000127955
DEG.twoside	Brain_Substantia_nigra	7766	10	0.837857054621214	1	ENSG00000129007:ENSG00000138814:ENSG00000101335:ENSG00000133703:ENSG00000120910:ENSG00000132356:ENSG00000162409:ENSG00000183049:ENSG00000142875:ENSG00000181929
DEG.twoside	Breast_Mammary_Tissue	2340	4	0.502883922300412	1	ENSG00000132356:ENSG00000162409:ENSG00000183049:ENSG00000142875
DEG.twoside	Cells_Cultured_fibroblasts	5399	3	0.996227815581967	1	ENSG00000213281:ENSG00000132356:ENSG00000162409
DEG.twoside	Cells_EBV-transformed_lymphocytes	5896	9	0.598119076916759	1	ENSG00000138814:ENSG00000101335:ENSG00000174775:ENSG00000213281:ENSG00000120910:ENSG00000183049:ENSG00000134072:ENSG00000152495:ENSG00000142875
DEG.twoside	Cervix_Ectocervix	189	0	1	1	
DEG.twoside	Cervix_Endocervix	1728	1	0.940907699982955	1	ENSG00000132356
DEG.twoside	Colon_Sigmoid	2794	2	0.945554058309461	1	ENSG00000162409:ENSG00000008118
DEG.twoside	Colon_Transverse	2532	2	0.920147163665201	1	ENSG00000129007:ENSG00000138814
DEG.twoside	Esophagus_Gastroesophageal_Junction	2422	2	0.906617335771478	1	ENSG00000129007:ENSG00000162409
DEG.twoside	Esophagus_Mucosa	4877	7	0.668291969316354	1	ENSG00000138814:ENSG00000107758:ENSG00000213281:ENSG00000120910:ENSG00000162409:ENSG00000134072:ENSG00000142875
DEG.twoside	Esophagus_Muscularis	2625	3	0.796859430242942	1	ENSG00000129007:ENSG00000133703:ENSG00000162409
DEG.twoside	Fallopian_Tube	452	0	1	1	
DEG.twoside	Heart_Atrial_Appendage	7937	14	0.328647338714244	1	ENSG00000129007:ENSG00000138814:ENSG00000107758:ENSG00000221823:ENSG00000156052:ENSG00000174775:ENSG00000133703:ENSG00000213281:ENSG00000132356:ENSG00000162409:ENSG00000134072:ENSG00000142875:ENSG00000127955:ENSG00000100030
DEG.twoside	Heart_Left_Ventricle	8909	15	0.404506685191614	1	ENSG00000129007:ENSG00000138814:ENSG00000107758:ENSG00000221823:ENSG00000156052:ENSG00000174775:ENSG00000133703:ENSG00000213281:ENSG00000132356:ENSG00000162409:ENSG00000183049:ENSG00000134072:ENSG00000142875:ENSG00000127955:ENSG00000100030
DEG.twoside	Kidney_Cortex	5997	13	0.103516914372244	1	ENSG00000129007:ENSG00000138814:ENSG00000107758:ENSG00000221823:ENSG00000186298:ENSG00000156052:ENSG00000133703:ENSG00000120910:ENSG00000132356:ENSG00000183049:ENSG00000072062:ENSG00000142875:ENSG00000100030
DEG.twoside	Kidney_Medulla	93	0	1	1	
DEG.twoside	Liver	8286	15	0.270157186390233	1	ENSG00000138814:ENSG00000107758:ENSG00000221823:ENSG00000213639:ENSG00000186298:ENSG00000156052:ENSG00000174775:ENSG00000133703:ENSG00000213281:ENSG00000120910:ENSG00000183049:ENSG00000142875:ENSG00000127955:ENSG00000181929:ENSG00000100030
DEG.twoside	Lung	3849	5	0.745678843468868	1	ENSG00000156052:ENSG00000213281:ENSG00000162409:ENSG00000152495:ENSG00000142875
DEG.twoside	Minor_Salivary_Gland	2951	3	0.860541008991132	1	ENSG00000183049:ENSG00000134072:ENSG00000127955
DEG.twoside	Muscle_Skeletal	6972	13	0.258084493637094	1	ENSG00000169885:ENSG00000129007:ENSG00000107758:ENSG00000156052:ENSG00000133703:ENSG00000213281:ENSG00000120910:ENSG00000132356:ENSG00000162409:ENSG00000134072:ENSG00000142875:ENSG00000127955:ENSG00000100030
DEG.twoside	Nerve_Tibial	4941	8	0.518682119531101	1	ENSG00000129007:ENSG00000156052:ENSG00000133703:ENSG00000120910:ENSG00000132356:ENSG00000008118:ENSG00000142875:ENSG00000127955
DEG.twoside	Ovary	5103	3	0.993745299153282	1	ENSG00000162409:ENSG00000183049:ENSG00000008118
DEG.twoside	Pancreas	9220	20	0.024290242786536	1	ENSG00000129007:ENSG00000138814:ENSG00000107758:ENSG00000221823:ENSG00000101335:ENSG00000213639:ENSG00000186298:ENSG00000156052:ENSG00000174775:ENSG00000133703:ENSG00000213281:ENSG00000120910:ENSG00000132356:ENSG00000162409:ENSG00000134072:ENSG00000072062:ENSG00000142875:ENSG00000127955:ENSG00000181929:ENSG00000100030
DEG.twoside	Pituitary	5005	8	0.5355734558174	1	ENSG00000138814:ENSG00000213281:ENSG00000132356:ENSG00000162409:ENSG00000183049:ENSG00000008118:ENSG00000142875:ENSG00000127955
DEG.twoside	Prostate	2717	3	0.816799154632186	1	ENSG00000169885:ENSG00000138814:ENSG00000127955
DEG.twoside	Skin_Not_Sun_Exposed_Suprapubic	4367	6	0.706473036656417	1	ENSG00000156052:ENSG00000213281:ENSG00000183049:ENSG00000134072:ENSG00000142875:ENSG00000127955
DEG.twoside	Skin_Sun_Exposed_Lower_leg	4286	7	0.513986327415777	1	ENSG00000156052:ENSG00000213281:ENSG00000162409:ENSG00000183049:ENSG00000134072:ENSG00000142875:ENSG00000127955
DEG.twoside	Small_Intestine_Terminal_Ileum	3112	3	0.885336639234045	1	ENSG00000129007:ENSG00000162409:ENSG00000127955
DEG.twoside	Spleen	4596	6	0.757041666233976	1	ENSG00000129007:ENSG00000138814:ENSG00000156052:ENSG00000162409:ENSG00000008118:ENSG00000127955
DEG.twoside	Stomach	3070	4	0.727745173098521	1	ENSG00000138814:ENSG00000221823:ENSG00000120910:ENSG00000183049
DEG.twoside	Testis	8546	10	0.925875660899565	1	ENSG00000169885:ENSG00000138814:ENSG00000221823:ENSG00000156052:ENSG00000120910:ENSG00000162409:ENSG00000183049:ENSG00000008118:ENSG00000152495:ENSG00000142875
DEG.twoside	Thyroid	4708	1	0.999796321272021	1	ENSG00000132356
DEG.twoside	Uterus	4787	4	0.962481051255988	1	ENSG00000107758:ENSG00000156052:ENSG00000132356:ENSG00000183049
DEG.twoside	Vagina	2611	0	1	1	
DEG.twoside	Whole_Blood	7620	11	0.695064248556007	1	ENSG00000138814:ENSG00000107758:ENSG00000101335:ENSG00000186298:ENSG00000174775:ENSG00000213281:ENSG00000120910:ENSG00000132356:ENSG00000152495:ENSG00000142875:ENSG00000181929
