Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_bp	GO_POSITIVE_REGULATION_OF_TRANSPORT	929	12	2.355765264528809e-09	1.4500544316756384e-06	CAMK1D:PPP3CB:HRAS:CALM1:PRKACA:CALM2:PPP3R1:MAPK1:CAMK1:PPP3CA:PRKAA1:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_TRANSPORT
GO_bp	GO_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	1437	14	2.498651480631576e-09	1.4500544316756384e-06	PRKACB:NRAS:CAMK1D:PPP3CB:HRAS:KRAS:CALM1:PRKACA:PPP3R1:MYL9:MAPK1:RHOA:PPP3CA:CAMK4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_IMMUNE_SYSTEM_PROCESS
GO_bp	GO_REGULATION_OF_TRANSFERASE_ACTIVITY	936	12	2.5647221240521495e-09	1.4500544316756384e-06	PRKACB:HRAS:KRAS:PRKAG1:CALM1:PRKACA:CALM2:MAPK1:CAMK1:RHOA:PRKAA1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_TRANSFERASE_ACTIVITY
GO_bp	GO_CELL_CYCLE	1761	15	3.179134630733697e-09	1.669045681135191e-06	PRKAA2:PRKACB:HRAS:PRKAG1:PPP1CC:CALM1:PRKACA:PPP1CB:CALM2:MAPK1:CAMK1:RHOA:PPP3CA:PRKAA1:GNAI1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_CYCLE
GO_bp	GO_PROTEIN_DEPHOSPHORYLATION	307	8	9.398541926636104e-09	4.605285544051691e-06	PPP3CB:PPP1CC:CALM1:PPP1CB:CALM2:PPP3R1:PPP3CA:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_DEPHOSPHORYLATION
GO_bp	GO_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	325	8	1.4652235761296911e-08	6.730870802845768e-06	HRAS:KRAS:CALM1:CALM2:MAPK1:CAMK1:RHOA:PRKAA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY
GO_bp	GO_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	493	9	2.0712765906095743e-08	8.955225259400218e-06	HRAS:KRAS:PRKAG1:CALM1:CALM2:MAPK1:CAMK1:RHOA:PRKAA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY
GO_bp	GO_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION	1710	14	2.3575361623442514e-08	9.626605996239026e-06	PRKACB:CAMK1D:HRAS:KRAS:PRKAG1:CALM1:PRKACA:CALM2:MAPK1:CAMK1:RHOA:PPP3CA:PRKAA1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION
GO_bp	GO_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	511	9	2.8210498838042972e-08	1.0913008761032412e-05	PRKAA2:HRAS:PRKACA:PPP3R1:MAPK1:CAMK1:PRKAA1:GNAI1:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION
GO_bp	GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	1177	12	3.347200300163908e-08	1.2300961103102364e-05	PRKAA2:PRKACB:HRAS:KRAS:PRKAG1:CALM1:PRKACA:CALM2:MAPK1:CAMK1:RHOA:PRKAA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS
GO_bp	GO_REGULATION_OF_TRANSPORT	1767	14	3.5827607574838326e-08	1.2539662651193415e-05	CAMK1D:PPP3CB:HRAS:PPP1CC:CALM1:PRKACA:CALM2:PPP3R1:MAPK1:CAMK1:RHOA:PPP3CA:PRKAA1:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_TRANSPORT
GO_bp	GO_REGULATION_OF_PROTEIN_LOCALIZATION	960	11	4.661855891973913e-08	1.5574836730003755e-05	PRKAA2:PPP3CB:HRAS:PRKACA:PPP3R1:MAPK1:CAMK1:PPP3CA:PRKAA1:GNAI1:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PROTEIN_LOCALIZATION
GO_bp	GO_RESPONSE_TO_DRUG	986	11	6.127644123499665e-08	1.958181926422719e-05	PRKAA2:PRKACB:PPP3CB:CALM1:EEF2:MAPK1:RHOA:PPP3CA:PRKAA1:GNAI1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_DRUG
GO_bp	GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	1567	13	8.203914609885962e-08	2.512448849277576e-05	PRKAA2:PRKACB:HRAS:KRAS:PRKAG1:CALM1:EEF2:PRKACA:CALM2:MAPK1:CAMK1:RHOA:PRKAA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS
GO_bp	GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	1042	11	1.0760050283579819e-07	3.163454783372467e-05	PRKACB:HRAS:KRAS:PRKAG1:CALM1:PRKACA:CALM2:MAPK1:CAMK1:RHOA:PRKAA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS
GO_bp	GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	427	8	1.2067254875066782e-07	3.4113201281438786e-05	PPP3CB:HRAS:PRKACA:PPP3R1:MAPK1:CAMK1:PRKAA1:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION
GO_bp	GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	1376	12	1.8694185244732781e-07	5.088972649955035e-05	PRKACB:HRAS:KRAS:PRKAG1:CALM1:PRKACA:CALM2:MAPK1:CAMK1:RHOA:PRKAA1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY
GO_bp	GO_DEPHOSPHORYLATION	462	8	2.2037189915467585e-07	5.784762352810241e-05	PPP3CB:PPP1CC:CALM1:PPP1CB:CALM2:PPP3R1:PPP3CA:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_DEPHOSPHORYLATION
GO_bp	GO_WNT_SIGNALING_PATHWAY_CALCIUM_MODULATING_PATHWAY	38	4	2.611830593639934e-07	6.619639608018453e-05	PPP3CB:CALM1:PPP3R1:PPP3CA	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_WNT_SIGNALING_PATHWAY_CALCIUM_MODULATING_PATHWAY
GO_bp	GO_REGULATION_OF_CIRCADIAN_RHYTHM	100	5	3.142579107286427e-07	7.506743591337612e-05	PRKAA2:PPP1CC:PPP1CB:PRKAA1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CIRCADIAN_RHYTHM
GO_bp	GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	1758	13	3.166109541924707e-07	7.506743591337612e-05	PRKAA2:PRKACB:HRAS:KRAS:PRKAG1:CALM1:PRKACA:CALM2:MAPK1:CAMK1:RHOA:PRKAA1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS
GO_bp	GO_REGULATION_OF_IMMUNE_RESPONSE	923	10	3.8395296901971164e-07	8.818919757171502e-05	PRKACB:NRAS:PPP3CB:HRAS:KRAS:CALM1:PRKACA:PPP3R1:MAPK1:PPP3CA	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_IMMUNE_RESPONSE
GO_bp	GO_CELL_CELL_SIGNALING_BY_WNT	500	8	4.019807975907527e-07	8.953208673612219e-05	PRKAA2:PPP3CB:CALM1:PPP3R1:RHOA:PPP3CA:PRKAA1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_CELL_SIGNALING_BY_WNT
GO_bp	GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	707	9	4.4676844165244574e-07	9.600061643465515e-05	PPP3CB:HRAS:PRKACA:PPP3R1:MAPK1:CAMK1:PPP3CA:PRKAA1:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION
GO_bp	GO_RESPONSE_TO_NITROGEN_COMPOUND	942	10	4.6330672004827706e-07	9.600061643465515e-05	PRKACB:CALM1:EEF2:PRKACA:MAPK1:RHOA:PPP3CA:PRKAA1:GNAI1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_NITROGEN_COMPOUND
GO_bp	GO_CALCINEURIN_MEDIATED_SIGNALING	44	4	4.774498491015233e-07	9.600061643465515e-05	PPP3CB:PPP3R1:PPP3CA:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CALCINEURIN_MEDIATED_SIGNALING
GO_bp	GO_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY	109	5	4.832684092628899e-07	9.600061643465515e-05	PPP3CB:CALM1:PPP3R1:MAPK1:PPP3CA	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY
GO_bp	GO_CELLULAR_RESPONSE_TO_DRUG	347	7	5.166319855805928e-07	9.992750247414098e-05	PRKAA2:PPP3CB:MAPK1:PPP3CA:PRKAA1:GNAI1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_DRUG
GO_bp	GO_RESPONSE_TO_HORMONE	956	10	5.306871946191013e-07	0.00010001412513975371	PRKAA2:PRKACB:KRAS:CALM1:EEF2:PRKACA:RHOA:PRKAA1:GNAI1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_HORMONE
GO_bp	GO_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	112	5	5.532678591914409e-07	0.00010166296912642728	PRKACB:NRAS:HRAS:KRAS:PRKACA	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY
GO_bp	GO_WOUND_HEALING	532	8	6.427849404712625e-07	0.00011523095884057998	PRKACB:HRAS:PRKACA:MYL9:MAPK1:RHOA:PPP3CA:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_WOUND_HEALING
GO_bp	GO_RESPONSE_TO_CARBOHYDRATE	222	6	6.92234516355678e-07	0.00012114104036224366	PRKAA2:PPP3CB:PRKACA:RHOA:PPP3CA:PRKAA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_CARBOHYDRATE
GO_bp	GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1559	12	7.234167980746092e-07	0.0001236538015313576	PRKAA2:PRKACB:PPP3CB:CALM1:EEF2:PRKACA:MAPK1:RHOA:PPP3CA:PRKAA1:GNAI1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND
GO_bp	GO_REGULATION_OF_MUSCLE_SYSTEM_PROCESS	227	6	7.884882982719048e-07	0.00013171338618860227	CALM1:PRKACA:CALM2:MYL9:RHOA:PPP3CA	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_MUSCLE_SYSTEM_PROCESS
GO_bp	GO_RESPONSE_TO_ALCOHOL	229	6	8.299400320896283e-07	0.00013555687190797263	PRKAA2:CALM1:EEF2:RHOA:PRKAA1:GNAI1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_ALCOHOL
GO_bp	GO_INOSITOL_PHOSPHATE_MEDIATED_SIGNALING	53	4	1.0206324117036268e-06	0.0001585604972628775	PPP3CB:PPP3R1:PPP3CA:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INOSITOL_PHOSPHATE_MEDIATED_SIGNALING
GO_bp	GO_CELL_CELL_SIGNALING	1610	12	1.0218270178652467e-06	0.0001585604972628775	PRKAA2:PPP3CB:HRAS:KRAS:CALM1:PRKACA:PPP3R1:MAPK1:RHOA:PPP3CA:PRKAA1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_CELL_SIGNALING
GO_bp	GO_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	1612	12	1.0354971249820572e-06	0.0001585604972628775	PRKACB:HRAS:KRAS:PRKAG1:CALM1:PRKACA:CALM2:MAPK1:CAMK1:RHOA:PRKAA1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS
GO_bp	GO_CELL_CYCLE_PROCESS	1309	11	1.0640853635837597e-06	0.00015961280453756396	PRKAA2:HRAS:PRKAG1:CALM1:PRKACA:PPP1CB:CALM2:RHOA:PPP3CA:PRKAA1:GNAI1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_CYCLE_PROCESS
GO_bp	GO_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_CELL_CELL_SIGNALING	601	8	1.606986957127874e-06	0.00023258608897969312	PRKAA2:PPP3CB:CALM1:PPP3R1:RHOA:PPP3CA:PRKAA1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_CELL_CELL_SIGNALING
GO_bp	GO_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS	139	5	1.613862658226442e-06	0.00023258608897969312	PRKAA2:PPP3CB:PRKACA:PPP3CA:PRKAA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS
GO_bp	GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1083	10	1.6587371464652474e-06	0.00023445611589460708	PRKAA2:PRKACB:PPP3CB:PRKACA:MAPK1:RHOA:PPP3CA:PRKAA1:GNAI1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND
GO_bp	GO_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	143	5	1.8561854221449686e-06	0.0002567187437743063	PRKAA2:PRKAG1:PPP1CB:RHOA:PRKAA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY
GO_bp	GO_REGULATION_OF_INTRACELLULAR_TRANSPORT	422	7	1.9104270780620377e-06	0.0002567187437743063	HRAS:PPP1CC:CALM1:PRKACA:MAPK1:CAMK1:PRKAA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_INTRACELLULAR_TRANSPORT
GO_bp	GO_CELLULAR_GLUCOSE_HOMEOSTASIS	144	5	1.9210246132771222e-06	0.0002567187437743063	PRKAA2:PPP3CB:PRKACA:PPP3CA:PRKAA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_GLUCOSE_HOMEOSTASIS
GO_bp	GO_NON_CANONICAL_WNT_SIGNALING_PATHWAY	147	5	2.126313175015797e-06	0.0002738748101184776	PPP3CB:CALM1:PPP3R1:RHOA:PPP3CA	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NON_CANONICAL_WNT_SIGNALING_PATHWAY
GO_bp	GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	429	7	2.130798496728846e-06	0.0002738748101184776	PPP3CB:HRAS:KRAS:CALM1:PRKACA:MAPK1:PPP3CA	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING
GO_bp	GO_RESPONSE_TO_CALCIUM_ION	148	5	2.198450856733357e-06	0.0002738748101184776	PRKAA2:CALM1:CALM2:PPP3CA:PRKAA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_CALCIUM_ION
GO_bp	GO_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	148	5	2.198450856733357e-06	0.0002738748101184776	HRAS:PRKACA:MAPK1:CAMK1:PRKAA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT
GO_bp	GO_REGULATION_OF_SYNAPTIC_VESICLE_ENDOCYTOSIS	18	3	2.2537583728372435e-06	0.0002760854006725623	PPP3CB:CALM1:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_SYNAPTIC_VESICLE_ENDOCYTOSIS
GO_bp	GO_MUSCLE_SYSTEM_PROCESS	434	7	2.300930186531245e-06	0.0002772432273935189	CALM1:EEF2:PRKACA:CALM2:MYL9:RHOA:PPP3CA	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_MUSCLE_SYSTEM_PROCESS
GO_bp	GO_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	1756	12	2.573181149474284e-06	0.00030271576909684795	PRKAA2:HRAS:KRAS:PRKAG1:CALM1:PRKACA:CALM2:MAPK1:RHOA:PPP3CA:PRKAA1:GNAI1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION
GO_bp	GO_RESPONSE_TO_WOUNDING	642	8	2.6283907644455356e-06	0.00030271576909684795	PRKACB:HRAS:PRKACA:MYL9:MAPK1:RHOA:PPP3CA:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_WOUNDING
GO_bp	GO_RESPONSE_TO_RADIATION	443	7	2.635892411183438e-06	0.00030271576909684795	HRAS:KRAS:PPP1CC:CALM1:PPP1CB:PRKAA1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_RADIATION
GO_bp	GO_REGULATION_OF_CELL_CYCLE	1143	10	2.701377171938655e-06	0.0003054634186730633	PRKAA2:PRKACB:HRAS:PRKAG1:CALM1:PRKACA:CALM2:RHOA:PRKAA1:GNAI1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CELL_CYCLE
GO_bp	GO_REGULATION_OF_MUSCLE_CONTRACTION	157	5	2.9383048789947343e-06	0.0003272203160698681	CALM1:PRKACA:CALM2:MYL9:RHOA	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_MUSCLE_CONTRACTION
GO_bp	GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION	20	3	3.1424690389196505e-06	0.0003447335438217826	CALM1:PRKACA:CALM2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION
GO_bp	GO_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	897	9	3.2292957460994834e-06	0.00034904887843869415	PRKACB:KRAS:CALM1:EEF2:PRKACA:MAPK1:RHOA:PRKAA1:GNAI1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND
GO_bp	GO_RESPONSE_TO_ABIOTIC_STIMULUS	1180	10	3.5980838284027685e-06	0.0003832741469385558	HRAS:KRAS:PPP1CC:CALM1:PRKACA:PPP1CB:MAPK1:RHOA:PRKAA1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_ABIOTIC_STIMULUS
GO_bp	GO_PEPTIDYL_SERINE_MODIFICATION	305	6	4.367900017728701e-06	0.0004586295018615136	PRKAA2:PRKACA:MAPK1:CAMK1:PRKAA1:CAMK4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PEPTIDYL_SERINE_MODIFICATION
GO_bp	GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	481	7	4.536098995981858e-06	0.0004695820791615022	PRKAA2:PRKAG1:PPP1CC:CALM1:PPP1CB:RHOA:PRKAA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY
GO_bp	GO_RESPONSE_TO_LIGHT_STIMULUS	308	6	4.62055939335944e-06	0.0004716821047387762	KRAS:PPP1CC:CALM1:PPP1CB:PRKAA1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_LIGHT_STIMULUS
GO_bp	GO_FC_RECEPTOR_SIGNALING_PATHWAY	177	5	5.283511457484935e-06	0.0005319699892125243	PPP3CB:CALM1:PPP3R1:MAPK1:PPP3CA	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_FC_RECEPTOR_SIGNALING_PATHWAY
GO_bp	GO_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS	80	4	5.3651469351597735e-06	0.000532889594235464	PRKAA2:PRKAG1:PPP1CB:PRKAA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS
GO_bp	GO_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	24	3	5.55743907672575e-06	0.0005446290295191235	CALM1:PRKACA:CALM2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION
GO_bp	GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION	1897	12	5.792925969524311e-06	0.0005602369194211012	PPP3CB:HRAS:KRAS:PRKAG1:EEF2:PPP3R1:MAPK1:CAMK1:RHOA:PPP3CA:PRKAA1:CAMK4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION
GO_bp	GO_CARBOHYDRATE_CATABOLIC_PROCESS	182	5	6.052252824587265e-06	0.0005777150423469662	PRKAA2:PRKAG1:CALM1:PPP1CB:PRKAA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CARBOHYDRATE_CATABOLIC_PROCESS
GO_bp	GO_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	504	7	6.16331565295375e-06	0.0005807739749898726	CAMK1D:PPP3CB:CALM1:MAPK1:PPP3CA:PRKAA1:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT
